Date,Close,High,Low,Open,Volume
2011-02-23,10.265921592712402,10.32644582589913,10.145769236393269,10.150564225282148,671854400
2011-02-24,10.273715019226074,10.341731396841354,10.138582374862674,10.307873626560848,499900800
2011-02-25,10.43192195892334,10.440011756785443,10.331246340765828,10.345028840812569,380018800
2011-02-28,10.583234786987305,10.638366386141557,10.52061186395877,10.524207507394744,403074000
2011-03-01,10.466377258300781,10.658440116786279,10.417537642190437,10.650949594096572,456136800
2011-03-02,10.550573348999023,10.617391180438837,10.439110817677632,10.485853375999136,602590800
2011-03-03,10.773499488830566,10.780390738468135,10.664434041907855,10.702487533607895,500788400
2011-03-04,10.786684036254883,10.795373107970342,10.719266920986348,10.788781094907389,453266800
2011-03-07,10.647653579711914,10.836720061849498,10.526303436340134,10.82862946555246,546123200
2011-03-08,10.659637451171875,10.708777098648106,10.554466908133168,10.634168716807393,356316800
2011-03-09,10.56105899810791,10.629674642950928,10.505028902226293,10.62757678475787,453306000
2011-03-10,10.387276649475098,10.48016250854559,10.334242106750837,10.460685705746515,507539200
2011-03-11,10.54667854309082,10.556566962086885,10.337238324322167,10.347125143120968,471080400
2011-03-14,10.59372329711914,10.681215700550348,10.526306972652158,10.582337091167448,435957200
2011-03-15,10.350119590759277,10.422330073528078,10.190416745364343,10.250342516964059,721081200
2011-03-16,9.888092994689941,10.277313024599648,9.775731929288854,10.24735012716594,1162011200
2011-03-17,10.026820182800293,10.175736118528828,9.907567099400874,10.092438662275606,659422400
2011-03-18,9.907865524291992,10.133486886122462,9.887790254108127,10.101426141172574,753214000
2011-03-21,10.166446685791016,10.179629908640827,10.045395784470262,10.067269677138283,409402000
2011-03-22,10.223379135131836,10.265927585486363,10.161655518617797,10.264129763640398,325922800
2011-03-23,10.163152694702148,10.194014098631733,10.066071928674978,10.165849027047962,372996400
2011-03-24,10.336339950561523,10.36720215790157,10.15326616552263,10.242855617794607,404712000
2011-03-25,10.533197402954102,10.548777725575372,10.39776389037643,10.429225372742453,448910000
2011-03-28,10.500236511230469,10.616494048354236,10.500236511230469,10.581436925036124,309355200
2011-03-29,10.515815734863281,10.515815734863281,10.368997655443254,10.416937958891152,352900800
2011-03-30,10.446006774902344,10.51342471065357,10.41035116633837,10.506232621402571,329406000
2011-03-31,10.442408561706543,10.481060528281432,10.368999508874852,10.377987817316392,274019200
2011-04-01,10.324049949645996,10.534690243946804,10.286296508563609,10.520308475976305,418661600
2011-04-04,10.223077774047852,10.325251960816926,10.139481075827046,10.316562890416211,460084800
2011-04-05,10.15416145324707,10.254837041216364,10.067568398110808,10.097232048175272,482731200
2011-04-06,10.128692626953125,10.304275830582432,10.101726109012427,10.22397555049454,402539200
2011-04-07,10.129894256591797,10.200306135878566,10.068469085047276,10.13049273036238,373447200
2011-04-08,10.039403915405273,10.191915490564318,10.006145421070007,10.185024242207176,377535200
2011-04-11,9.911762237548828,10.057681007504666,9.888391359415685,10.009440666687084,398946800
2011-04-12,9.959704399108887,9.999554910946715,9.893785074118288,9.902474145103467,425639200
2011-04-13,10.071464538574219,10.07176377540853,9.963297623857565,10.038205244549006,346220000
2011-04-14,9.960299491882324,10.067567076910917,9.949513366082204,10.031611457347712,301800800
2011-04-15,9.811683654785156,9.99685523122302,9.791908422395906,9.986667578123313,453605600
2011-04-18,9.94322395324707,9.95461015665492,9.592956781025237,9.77093711801277,609898800
2011-04-19,10.12330436706543,10.126899210935957,9.93903121408242,9.98068035667763,419378400
2011-04-20,10.259629249572754,10.359705544473483,10.232363499831571,10.29258849879038,700666400
2011-04-21,10.508025169372559,10.640761514667004,10.442705925891586,10.636865834948868,753810400
2011-04-25,10.577240943908691,10.599414076116169,10.496040538269732,10.497239886055212,266546000
2011-04-26,10.499635696411133,10.636566152436247,10.467574949759918,10.59551709933199,338800000
2011-04-27,10.491544723510742,10.55746403575504,10.400158277198353,10.554167630088669,356213200
2011-04-28,10.389669418334961,10.479557263197528,10.352814489829234,10.372889756553876,360959200
2011-04-29,10.49094295501709,10.605401004652885,10.38727022927134,10.390566633902422,1006345200
2011-05-02,10.375588417053223,10.501133471433057,10.35221754013855,10.479260378893061,442713600
2011-05-03,10.433117866516113,10.483755303623344,10.355813144749874,10.42682589152186,313348000
2011-05-04,10.474166870117188,10.541883205352681,10.393565748887337,10.434914838566197,389250400
2011-05-05,10.389669418334961,10.515513681299852,10.368694841108605,10.439107492979879,335969200
