Date,Close,High,Low,Open,Volume
2011-02-22,0.5319932103157043,0.5698126224902631,0.53015951038287,0.5682081692037778,1396648000
2011-02-23,0.506780207157135,0.5370357353876997,0.4992163250994939,0.531993183780998,1491604000
2011-02-24,0.5191574692726135,0.5280965573127704,0.5056341592548886,0.5093014494008068,1246120000
2011-02-25,0.5299302339553833,0.5386401296440093,0.5258044507495214,0.5331391400171096,775652000
2011-02-28,0.5193864107131958,0.5388691397917107,0.5074675595453929,0.5386398932824815,903696000
2011-03-01,0.49623653292655945,0.5269504949672865,0.49623653292655945,0.5203034365479585,988448000
2011-03-02,0.4756077229976654,0.5049464204065185,0.4641473071303572,0.49554884114202435,1718140000
2011-03-03,0.4783584773540497,0.4893605159838315,0.4639183392226904,0.4866099926644845,1593704000
2011-03-04,0.4758371412754059,0.48363021684280944,0.4705653420039036,0.47881685628310716,959760000
2011-03-07,0.46918985247612,0.48087951479330715,0.45727102556201293,0.47927506205321735,1019140000
2011-03-08,0.44810277223587036,0.47675381667674055,0.43824678015966145,0.47423254116021873,1947184000
2011-03-09,0.4387053847312927,0.4510826570074542,0.4348088193538816,0.44672768021028936,1318976000
2011-03-10,0.4107418656349182,0.431829033403602,0.4102834269664578,0.42862012666716215,1722736000
2011-03-11,0.4137214720249176,0.4251819173401729,0.40478235692109277,0.4141799106036096,1486832000
2011-03-14,0.417159765958786,0.427474145642621,0.41028348551242827,0.41693054659184703,1003360000
2011-03-15,0.4047824740409851,0.4116587268254404,0.38988389901753223,0.39676015180198754,1256280000
2011-03-16,0.40180277824401855,0.4205978919457152,0.39653097872583054,0.4011151474679417,1476520000
2011-03-17,0.40936654806137085,0.413263084941617,0.3942387844983052,0.4125754543571516,1238516000
2011-03-18,0.4038655459880829,0.41715966492722856,0.4034071346890282,0.4157844037062702,886960000
2011-03-21,0.4070744216442108,0.41670116684591013,0.4029486658938281,0.4125754110955274,751832000
2011-03-22,0.39996904134750366,0.4098250080323301,0.3981353686790109,0.4059284706891559,718332000
2011-03-23,0.40822044014930725,0.40936648183006735,0.3905713764065706,0.39928129864510514,782396000
2011-03-24,0.4407682418823242,0.44581084938064336,0.41601372509747087,0.41693054792054646,1780592000
2011-03-25,0.4270155727863312,0.44581067940763236,0.42632794226929493,0.44466463765383546,1196392000
2011-03-28,0.4428311586380005,0.4501658235984477,0.4332043818458732,0.4371009200445043,1204284000
2011-03-29,0.4393928647041321,0.4444354432381951,0.4334334363214626,0.442830990157874,715764000
2011-03-30,0.4228898286819458,0.4446646499289795,0.4173888117175887,0.44283097760752715,1176320000
2011-03-31,0.4231191575527191,0.42816176489928914,0.4153260818196933,0.4235775962742621,655112000
2011-04-01,0.417159765958786,0.42907859923979064,0.41142952769952107,0.42862018782971373,850072000
2011-04-04,0.4022611379623413,0.4183057538217755,0.39928142319810644,0.41715971178351574,924328000
2011-04-05,0.40294864773750305,0.4114293508110664,0.4020317979877353,0.40822044499635246,821076000
2011-04-06,0.4001982510089874,0.40638687220731573,0.396760097761254,0.4059284608822166,856984000
2011-04-07,0.4148676097393036,0.41738891320985455,0.3995106515450518,0.4011151049700396,1021208000
2011-04-08,0.4022611379623413,0.4180765344846045,0.40111509592408157,0.4180765344846045,746552000
2011-04-11,0.39698928594589233,0.40592842904122173,0.3926343377133584,0.4038655372543947,546208000
2011-04-12,0.3981352150440216,0.4008857093234839,0.38575794980076217,0.3930926376443764,840756000
